review_text_clean,sentimen
aplikasi dana update cek update ko tetep gabisa gunain aneh bett,negatif
mantap sayang apk dana fitur dana cicil dana paylater,positif
saldo suka tiba potong,positif
aplikasi bagus mudah transfer mudah kirim pokok mudah investasi emas,positif
min hilang polis nya jual pulsa polis,negatif
tolong akun dana pengamananan ketat pakai dana aman saldo hilang gitu aja transaksi selesai transaksi langgan aju saldo dana hilang potong gitu rugi amananya kaya gin pakai dana rugi,positif
cepat kirim ungan,positif
jelek sih slalu pake dana cicil g muncul limit sdh gt pelit gratis trsnfer cuman x aplikasi appaan buruk,negatif
baik bantu skali,netral
logout saldo trus gabisa login,negatif
jos bantu bgt,positif
dompet digital aman simpel no ribet potong bulan,netral
masyaallah god job,netral
kapok make dana jelek sistem dikit upgrade,negatif
manfaat proses lancar,positif
dana dompet digital indonesia,netral
kecewa lapor transaksi gak batal notif coba kirim transaksi gak bantu dana gk amanah aman kalo gapapa uang ribu hilang,negatif
nomor telepon ku login,netral
aplikasi gajelas saldo udh sedot eh minggu depan sedot langgan udah dibatalin emang ga aman,negatif
parah transaksi pending bangwet kecewa dana,negatif
aplikasi nya mudah gak bikin ribet deh,negatif
sgt puas adm nya murah,positif
ok semangat ya,positif
akun dana sedia dana paylater nya akun dana dana premium,positif
aplikasi dana transaksi mudah simpel,positif
dana cicil dana paylater ga muncul tolong bantu makasih,netral
udah pakai dana udah dana cicil muncul tolong munculin dana cicil darurat,netral
banyak promo bug nya jga,negatif
bayar live tiktok eror gak bagus,netral
dana aman transaksi potong otomatis dana nya langgan apa potong otomatis dana,positif
limit dana cicil muncul limit tolong tim dana baik hadap tagih lunas aktif dana limi dana cicil,netral
dana cicil gak aplikasi dana,negatif
hapus nik ktp dana,negatif
mudah fitur nya komplit mantab dech,positif
emang bagus aplikasi dana tpi dana cicil dana player blum aktivkan,positif
terimakasih bantu aplikasi dana ringan konsumen dang,positif
uang ditranfer gagal butuh an tunggu uang proses udah pakai dana kecewa ga pake dana,negatif
lot after scan qr,netral
tolong keluar fitur dana cicil,netral
ngak rubah nama dana bisnis,netral
dana cicil sedia tagih jatuh tempo lunasin,netral
tolong bantu dana cicil saldo nya rim kasih,netral
apk dana membntu,netral
aplikasi bagus hebat,positif
kak dh transfer ewallet tp gk masuk potong nota pengirima,netral
moga manfaat sukses,positif
mantap tf gak admin goodjob,negatif
limit dana cicil angka rp sedia atas pakai dana kali alami,netral
dana muas bagus bintang deh,positif
mantap sayang dana instan ku muncul limited edition,positif
keluh customer solusi keluh email balas saran aplikasi gilir masuk aplikasi chat ana jawab maaf ana informasi buruk tangan keluh langgan keluh dm instagram telpon aneh tari dana instan isi saldo dana tarik dana instan logika uang pinjam dana instan,positif
barcode gak jaring masalah haduh mlahbribet,negatif
ya dana ku gak akses galeri langsung masuk file kmrn karna hp pinjam orang scan barcode gak tau mencet ap pas buka galeri gak lari file,negatif
aplikasi yg gmpng ber transaksi,netral
tab aman data,positif
kasih b hy min ga percaya lihat akun dana pakai tu login pakai kenal wajah habis ngestuck gak login udh ku hapus ku instal udah gabisa login udh verifikasi wajah udah sukses tp ngestcuk,negatif
potong saldo ku su,netral
ken dana cicil nya tampil min,netral
tolong dana cicil nya sulit mohon baik dana cicil pakai lunas tagih,netral
aktif program beta,netral
poko apk dana yg baik,netral
kecewa nyesel q mengunakan dana masak uang ku d proses butuh bgt kapok pakek nya pakek gopay aja tari uang bsa d sesuai bsa d atur,negatif
mengunakan dana cicil hari jatuh tempo cicil bayar aneh aja notip lakukqn bayar parah coba sistem baik,negatif
dana udh belagu dlu serba gratis skrg terima dana admin kirim dana kena admin rb rupiah transaksi w hari transaksi kali kali hitung hari rb kali kali kali transaksi jd brp bulan udh brp adminnya biaya admin tp jgn belagu ditaikin trus adminnya jd males w pake dana kecewa,negatif
buka aplikasi internet putus pake data data lai lancar aja tolong benerkan,positif
keren klo kasih dana gratis keren,positif
transaksi dana kena biaya,netral
tolong dana menampilkn fitur pinjam dana karna dana reward yg pinjam dana semetara poin kalu tukar fitur tukar pulsa yg nya langgan nyaman dana terima kasih,positif
saldo habis makan,netral
memake dana bayar enak,netral
sya suka aplikasi dana,positif
bantu suka aplikasi,positif
guna mudah mudah aman,positif
aplikasi digital the best,positif
buka dana tolong atas karna buka dana,netral
apk sangait jelek,negatif
mudah giat transaksi jual beli barang,positif
ganti nomor hp ribet lepas ktp ribet ribet,negatif
dana selamat ulangtahun,netral
duit hilang transaksi,negatif
simpel enak pakai,netral
transaksi fitur dana cicil muncul dana sya,netral
dana is the best atas thanks dana,positif
app adminnya bot smua chat bot ana arah email balas email arah ana bgitu aja shrusnya gblok saldo dana msh rb no hp prcuma ga urus,negatif
udah pakek aplikasi dana dana instant,netral
buruk hapus dana bisnsi aja susah respon proses tolong kerja nya,negatif
knp kasih bintang biar baca dana apk bug nya ga login pake nomor jaring masalah update dana biar lancar apk lu bug nya,negatif
download ga upgrade premium,netral
gak login suruh sambung internet udh pake data udh ad kuota suruh sambung internet gimana nya,negatif
mksh dana ganti nomor sukses,positif
kecewa sekang gak gak kaya login pake verifikasi wajah pake otp,negatif
uninstall duit ilang potong cek history jg nggak muncul,negatif
aplikasi bagus transaksi mudah guna utk nyimpan uang terimakasih dana,positif
uang barusan transfer bank,netral
mohon rubah atur nya guna akun dana akun dana yg hp guna guna akun dana masuk akun nya masuk pin kode otp bos guna akun dana no kartu yg guna akun dana sulit masuk sebab kode otp yg kartu no yg pakai guna dana kecuali guna akun dana buka akun dana nya hp yg,negatif
transfer uang ribet proses proses hari tolong perbaikin dana,negatif
beli pulsa trs gk transaksi batal uang gk suruh nunggu sampe uang balum gmna ya biar uang nyesel bgt beli pulsa klo gin,negatif
dana enak udah pitur dana cicil,netral
permisi tolong bantu minggu sampe rabu akun dana lagi ada yg kayak kemarin akun dana udah premium lagi diupgrade premium hasil nya tetep gak tranfer tarik tunai sekian kali belakang udah bantu ana gak opsi tolong dalem akun dana sakdo mana takut saldo hilang,negatif
tolong fitur dana cicil ga,negatif
kecewa maka dana fitur dana cicil nya mencewakan adil transaksi jt jt gak muncul fitur dana cicil nya mencewakan aplikasi dana sungguh adil,negatif
face detect kecewa login haduh login jalan belit,negatif
dana milik fitur dana cicil tolong fitur dana cicil nya muncul in akun dana,netral
ok pokok nya,positif
aman tanggap komplian nasbah direspon saldo kurang,negatif
knp gagal kalo top up saldo,positif
apk gak prifilasi wajah tolak mulu mending pake ewallet,negatif
upgrade dana premium tetep aja susah kirim duit,positif
transaksi mudah gk ribet,netral
dana cicil ga pake limit terpake tolong aktif dana cicil,negatif
cair dana bisnis jam malem jam udah cair sampe jam siang proses cair saldo masuk jam malem tolong min cepat pencairanya,netral
suka aman aplksi saldo dlm potong dngan tagih tagih google melakukanya parah langsung potong peggisian pin habis ratus ribu aman sngat buruk,positif
apk boot gabisa buka riwayat bayar nge bug teruss ngrepotin klo ngirim bukti tf ngga parah,negatif
jaga aman nyh ketat min,positif
dana goals ga buka hold kah duit,negatif
udah pakek apk dulunya mudah transaksi hari top up uang elektronik catat sukses riwayat eh masuk saldo brizzi card rakyat bawah uang manfaat kalo ndak jelas ngadu mana ikut arah lapor kesana bank bri tetep aja hasil nyangkut apk masih uang tolong benah adu cstomr,positif
kasi bintang krn aplikasi dana in bantu transaksi sy,netral
kecewa banget dana transaksi hasil masuk rekening proses,negatif
dana premium udah premium no dana nya udah hilang bingung,positif
proses simple cepat,positif
bagus puas muda mentranfer nya mudah mudah depan nya tingkat kerja semkin sukses aplikasi dana iloveudana,positif
cocok simpan uang,netral
bos dana upgrad pdhl udh premium,positif
puya gk dana istan ya,netral
kendala ya aplikasi dana syaa d bukak,netral
aplikasi mudah bayar,positif
uang masuk potong ribu sampain ribu rupiah sih sembelumnya,netral
ganti nomor saldo nomor hangus nggak,negatif
knp dana gk scan qris terima kasih,netral
salam sejahtera developer akun dana akses moga depan kendala harap terimakasih besar bantu perhati salam sukses,positif
nih aplikasi udah kali transaksi lot banget jujur kecewa banget gw transaksi pas gw butuh ga terima gw udah bgt gw sabar mohon baik plis awal doang bagus lama kyk gin jelek banget ga rekomendet bgt transfer dsb,negatif
aplikasi dana mudah nyaman transaksi,positif
gua kirim urng gopay uang gua ga nyampe nyampe pending uang gua kaga kirim kecewa gua pake dana udah ngaco,negatif
hp hilang login dana gak huhu via ot wa sms ribet dana,negatif
ajah dana cicil,netral
waow aplikasi dana sungguh bantu suport,netral
mantap bgt pake dana,positif
tolong kembali saldo dana beli kuota smartfren gb masuk gb bayar nya aja rb,netral
buka hp oppo af mental,netral
kasih bintang karna bantu,netral
poko mantap bagus praktis,positif
download dana krn terima transfer dr tp transaksi hrs upgrade dl dn hrs tunggu hri jga uang beli kouta gin d apk aja yg tnp verifikasi pikir apk apk g ribet ok alas aman rata ya silah harus orang uang g klau ngga upgrate,positif
g topup lh,netral
mantap sya bintang langsung,positif
login kali masuk menu,netral
mantap kirim uang simpel,positif
tolong cepat proses transaksi nya kalo gin trus mending apus aja ganti gopay,positif
dana simpel kecewa,negatif
hadehh beli token udah transaksi proses customer carenya low respon banget orang butuh banget tokennya,netral
kemarin sampe duit dana goals ga ambil ambil masuk beranda dana goals aja ga proses kemarin pdhl jaring internet lancar tolong kasi solusi kalo dana goals rancang nyimpen duit pisah ambil kalo ga ambil kasi solusi biar jadi kaya gin ga alami guna liat korban nya aja kaka ga ambil duit jdi kapok,negatif
semenjak update top up admin mohon baik,positif
aplikasi bantu transaksi mudah ngerasa kecewa kendala kirim delay dana kedap dana bisnis tarik merespon chat ana respon susah buka akses tolong dana kendala andal karna baik,negatif
kacaww kacaw butuh kaya suruh up premium akun udah premium ngegunain brpa percaya otp fervikasi muka no nya udah ilang,positif
syang nya gk pake dana cicil,netral
tf pending b,negatif
jpgrad dana premium ktp karna bim ktp,positif
baik lgi kalo bug,negatif
parah nyari alfamart muter tarik dana alfamart mana tarik dana ribet nyusahin orang nyari,negatif
gimna muncul dana cicil aplikasi dana,netral
lumayan mudah transaksi cba ajh bikin kartu kaya atm,positif
bantu tampil dana cicil,netral
kadang tuju saldo motong sendiri apk,netral
muas transaksi pake dana,netral
tolong dana kirim bank nya tambahin seabank biar nggak tf bolak,negatif
dana cicil gk muncul yah,netral
ok mantap mudah,positif
mohon bantu ya sya udh main dana dn isi saldo transaksi ga muncul fitur dana cicil ya mahon kasih terang moga muncul dana cicil ya terima kasih,netral
akun sayaa premium sekarangg ga premium ya min,positif
dana mohon baik sistem dana login karena nomor aktif hilang kartu gilir pas login udh verifikasi wajah pin mintain kode otp no aktif orang nomor aktif dana mohon hilang kode otpnya beda banget apk belah verifikasi wajah pin aja dana apk anj,negatif
topup susah tampil nya nge freezz loading ga tampil pilih menu topup pake knpa diupdate skrg apkikasi nya ga bagus laku clear cache reset hp loading ga pilih metode top up,negatif
karna kemarin dana ku susah baik hp ku nggak pake buka hp yg download ulang,negatif
kasih bintang saldo hilang ribu hubung ana solusi telpon cal centernya solusi sumpah aplikasi gk tolong perhati sistem aman sistem nya duit org ambil alas aplikasi gk byee,netral
teelalu bangak makan kuota beli pake axis aja ga pake shopee pay,negatif
guna sya suka mudah bayar onlen,positif
jamin aman uang dana hillang rekomendasi bangus,positif
ny dana bantu,netral
nyaman aman tenang senang aplikasi,positif
mantap cs cepat tanggap ram pokok jos terima kasih,positif
bintang karna dana skarang gak nggak transaksi apa gagal,negatif
eror upgrade baru,netral
aplikasi dana bantu terima kasih aplikasi dana,netral
kpn dana playlettr enyh dana sayh sayh dah lma mnggunakkn aplikasi dana,netral
dana dompet digital yg baik,netral
ya ngirim dana gagal udah coba kali aja kirim,negatif
puas menggunaakan aplikasi dana,positif
ngebag ginisi dana beli kota gb yg masuk mala gb cek stori dana mas gb yg aslimasuk gabenner dana spa tanggung gin,netral
aplikasi dana bantu mudah urus sangan puas poko nya bantu,positif
loading nya fitur dana goals nya,negatif
dompet digital yg bantu,netral
gue tgl beli dana point harga rp udah potong saldo dana gue info transaksi beli hasil dana point gue tetep ga tambah langsung gue chat cs yg super lot nanggepinnya hari ulang kali gue chat masuk lapor suruh tunggu x jam eh sampe minggu hasil lapor hasil lapor bilang transaksi sukses tgl hasil dana gue tetep ilang dana point,negatif
playlater omdo alias hoax,netral
baik biar menghapu bekas transaksi,netral
ko gabisa buka apli ganibisa mental,negatif
pakai aplikasi tingkat donk kualitas nya,netral
bagus banget mantap,positif
harus nya akun dana terbit dana cicil bgi guna kecuali,netral
puas aplikasi transaksi nya simple mudah cepat yg biaya adminnya murah,positif
puas aj deh,positif
akun beku salah guna guna suruh tanggung salah yg jual percaya g kayak gin,netral
duh dana cicil eror ya min pakai dikit kuota habis gaji ampun deh,netral
pas login dana udah veripikasi waja tp loding banget masuk akun dana,netral
kembali bintang simpan uang yg aman kecewa simpan uang teman yg hati ya,positif
dana premium hrus upgrade premium lgi ya trus udah upgrade premium situ tera upgrade premium hasil tolong bantu sulit transaksi uang smoga evaluasi terimakasih dana,positif
aplikasi lot update beli pulsa transfer aja gabisa sinyal full,negatif
gimana biar dana cicil,netral
boss ga sih fungsi dana plus investasi bodong gimana ya ane duit jt kaga tarik gegara sampe mao dibiikin susah gara mending apus aja,negatif
karna aplikasi dana fitur dana cicil kasi bintang aja guna akun pilih aja,netral
ken bisaa pinjam saldo dana,netral
fitur dana cicil nya uda premium trx lancar,positif
baca qris transaksi pulsa heran nih aplikasi sinyal bagus lot ga tolong,positif
pakai dana kasih fitur dana paylaternya dana cicil bijak,netral
dana cicil ya limit sedia mohon bantu nya,netral
oke lahh pokok,positif
dompet digital yg cocok dengam sya,netral
suka transfer dana ilang gabisa balikin,negatif
knpa dana cicil tdk,netral
sya ga aktif dana pinjam ya,negatif
aplikasi buruk saldo tambah top up,positif
bantu yg gak pny rekening,negatif
fitur bantu hari,netral
apk dongo duit hilang apk,negatif
gimana aktif fitur dana cicil,netral
dompet digital komplit mudah paham,positif
dana cicil gak pakai limit nanya ana gak nya,negatif
manfaat makasih dana,netral
janji nya suruh nunggu nunggu muncul fitur dana transaksi mana akun premium kecewa nih aplikasi sesuai janji,positif
gk aman main comot aja ngeri nyimpen aplikasi dana kawan,positif
app yg bagus,positif
bantu aktivitas dana cicil,netral
kecewa login nomor aktif terima otp nomor pin login nya tolong solusi ganti nomor hp nya,negatif
aplikasi nih bantu banget,netral
mudah aman bantu belanja,positif
jaring sinyal putus transaksi buka aplikasi jaring seluler bagus buka apk,positif
sayang nya gak dana cicil,negatif
baru buka cepet ngelak g karuan sering loading pas buka dana bisnis kyk kurakura loading,negatif
saldo nguras aneh mending kalo nguras nya dikit njirr topup ribu langsung ludes saldo gajelas,negatif
tolong kembali akun dana ngekag to bijak,netral
dana instan pake aplikasi dana,positif
saldo tahan tolong orang butuh,netral
aplikasi cacat sdh kali kali alami transaksi tdk rekening tuju prosedur yg sangaja sulit menyelesaikam,negatif
mudah transaksi manfaat terimakasih dana,positif
dana premium alas pindah akun pindah akun mana tera sana nomer nya nomer,positif
bru saldo gua potong rb akun hubung nga dana jirr emosi gua,negatif
udah premium dana user perbaikin error mulu,netral
mudah transaksi apk bagus,positif
aplikasi sampah peras biaya kirim bank mahal transaksi mahal topup potong otomatis,negatif
tolong kak gak kirim uang udah premium upgrade,netral
saldo dana ga ambil akun udah premium udah versi baru si tal oke ya,positif
knpa ga bs dbuka apliksi danax,negatif
puas nya palikasi dana jdi gk ribet tarik uang transfer temen to up,netral
y dana cicil gk pakai udah sy bayar,netral
akibat memori penuh hapus aplikasi download bolak ga masuk klik bantu ga muncul tolongin min,negatif
bantu dlm simpan kirim uang aman mudah,positif
dana eror apk ga dibenerin kadang kadang engga sinyal bagus terang koneksi haduh,negatif
dana cicil gabisa dipake ya limit,negatif
kecewa karna saldo dana transfer rekening kenal nominal harga,negatif
pitur nya mogok,netral
tangan susah banget si,negatif
knp dana d buka ya ganggu,netral
dana gak fitur dana cicil nya yah,negatif
transaksi uang yg cepat efisient aman,positif
transaksi puluh juta fitur dana cicil dana instan chat ana bantu,positif
titatiba akun dana kena spam kenpa ya,netral
kasih bintang ih bagus bngt apk nya moga sukses lancar rizky nya amin,positif
maksud gmna knpa masuk uang dana sya tarik trs emng sya hutang dana masuk saldo sya tarik maksud yah tolong jelasin rugi kalo gin trs,netral
kurang cuman dana cicil,negatif
peka dompet dana jd mudah jamin kecewa pok nya puas jd muda peraktis,positif
menu riwayat transaksi akses klik tpi layan disiapin kembang susah ecek transaksi,negatif
moga kasih bintang fitur dana cicil muncul,netral
bantu bagus praktis,positif
aplikasi ribet daftar susah tau gmailnya gak tau bagus update skarang ribet daftar aja susah ampunn,negatif
transaksi illegal akun dana mohon tindak lanjut,netral
data suda tahun muncul muncul jugak dana cicil sayaa heran,netral
knpa ya dana cicil blom,netral
aneh kenpa transaksi udah puluh juta itung pakai dana udah dana cicil gaka aplikasi dana,netral
apk ny bantu kta,netral
suka deh aplikasi,positif
knp dana zxcicil muncul,netral
tarik uang dana goals tahan,netral
ja nda ngelag upgrade truss bos,netral
suka aplikasi mudah transaksi,positif
parah banget dana cicil engga hutang lunas temen temen mending pake dana mending abang z pake dana potong admin,negatif
mentang hp gua ram liat riwayat transaksi gakk parahh,netral
bug ros error ros ni dana,negatif
aplikasi premium baca premium,positif
senang transaksi dana ngak repot terimakasih dana,positif
apk dongo verif susah udah wa klik reloag apk nya susah masuk anj,negatif
ko gk muncul dana cicil nya,netral
kesini gak aplikasi ngisi saldo brizzi gak masuk chat ana gak udah hubung cs tgl dibuatin lapor sampe gak muncul lapor korupsi mah dana unistal apk sampah,negatif
dana goals gk buka lapor ana tangap bot dungu,negatif
oke layan nya thanks,positif
puas pokoke pake dana,positif
respon cepat kirim gampang,positif
akun kenap hacker tolong tindak lanjut,netral
apalikasi dana ngga dana cicil nya,netral
dana sih nggak tolong baik elu bawa duit orang,negatif
mantap pakai dana ya cepat kirim nya instan,positif
top pokok nya,positif
ya mudah skrng ganti akun jd rubet tolong jawap,positif
aneh fitur dana cicil udah gabisa aja pajang udah ganti nomer aja gbisa,negatif
lot updet trans saksi y hadeuh maaf kasih bintang,netral
aplikasi tolol keluh guna bantu atas aja jawab muter muter via fitur bantu email aja yg bot kaga pindah akun aja proses sulit alesan aset akun cair pindah akun akun dasar idiot gmn gw cairin aset kalo udah ga akses masuk akun kalo lo ngasih muda biar gw masuk lg akun ga gw ganti no akun,negatif
ko sayah aju dana cicil ngak acc acc yah,netral
ngga masuk selasa masuk pin arah whatsapp jadi masuk account,netral
ngebug bayar apk muncul metode bayar rugi,netral
knpa dana ku nda dana cicil nya,netral
mudah gampang n simpel ok banget dana,positif
gimana masuk akun dana verivikasi otw nomor nya hilang akun saldo k,negatif
aplikasi dana kirim uang atw jdi mudah,positif
buset error gak kirim mana amanat gak chat,negatif
sya ganti nmer aj susah bngt ktena nmer hilang login mnta kode otp udh nelpon smpe nunggu nunggu udh hri dsuruh nunggu trus kirim ema ga mna msih saldo aplikasi dana aplikasi sampah komplain tunggu tunggu smpe kuda berak kapur x dsuruh nunggu trus,negatif
selamat malam min login akun dana nama elus batee nomor hp hilang nmor yg hubung wa gimana ya login akun tolong bantu min,negatif
puas karna dana cicil nya ngak,positif
kadang lot menuebalkan,netral
suka pakai aplikasi i yg ter karang masuk nya te ribet sekira nya nomor yg hilang masuk nya gk susah cs nya gk ajak ngobrol buka akun orang yg pake langsung pergi aplikasi dompet digital saran kalah dgn cs jodol,negatif
keren dana cicil sayang jatuh tempo kembali dana cicil hapus aja dana cicil sumpah,negatif
lucu ketita timbul dana cicil ga pake dang lucu nyah gambar dana cicil nyah ituh hilang ko gituh,negatif
top up saldo brizzi ga masuk pdhl saldo dana udh potong,netral
apk nya buruk banyak ngelek nya pake,negatif
aplikasi menit hilang orang kasih siapa orang gada amal suwantono,negatif
puas pakek dana,positif
aktif dana cicil sya min,netral
gimana sih nabung dana goals udah lumayan fitur dana goals ga buka proses pdahal lanjutin nabung akun doang kaya nyoba buka teman bisa aja tolong sulit cepat kembali buka,negatif
guna pakai aplikasi dana moga depa,netral
aplikasi gak buka knp moon bantu ny,negatif
gk jeles suka ngelek,positif
bagus lahh kalok gitu bos,positif
opsi alih metode kirim kode otp kak nomor tlp pin aktif email cantum udah akses kirim otp kirim email aju bantu kirim sms whatsapp nomer cantum suruh coba bbrpa kali dlu kirim email otomatis muncul opsi kirim lai eh sampe pusing nunggunya gak muncul tolong baik iya udah jalanin saran sistem bantu tpi ga,negatif
terima kasih aplikasi dana moga kembang jaya,netral
min tolong solusi akun dana blokir permanen situ saldo nya ribu gimana solusi pindahin saldo nya min emang chat twitter facebook langsung direspon gitu,negatif
baik ku si dana terimakasih,netral
jaya transaksi mudah,positif
belakang transaksi normal kendala transaksi arah upgrade premium premium upgrade premium,positif
dana eror ya,netral
gaada fitur dana cicil pedahal udh pake dana lbih taun,netral
kirim uang teman,netral
paksa pake aplikasi sebenernya jelek lot klo buru tf transaksi ga screenshoot jd orang nunggu kadang ga percaya klo aplikasi lg lola ngebug klik ga bagus gopay klo transaksi cepet ga lola baik lg deh,negatif
akun dana nomernya mati nggk masuk akun dana isi saldo trs keadaanya hapus dana trs pas login akun ku nggk bisaa yaa trss akun juga udh kait gmail dana kekeh pakai nomerr hadeh aplikasi ewalett buduk,negatif
bagus cuman gak dana cicil nya,netral
aju login akun dana gabisa hp hilang,negatif
apk bagus ga saldo,netral
mudah transaksi suka sukses sll dana,positif
tolong bantu proses pindah akun cepat komunikasi lambat minggu muncul info pesan kendala kendala si,netral
nomor mati mati akun,netral
suka bgt sm aplikasi dana,positif
ok banget si,positif
kali lihat riwayat transaksi langgan apk streaming transaksi refund kali tolak wkwkwk kecewa berat karna udah tahun apk dana curi kedok langgan nama teman orang hilang uang transaksi gk apk dana salah korban,negatif
ok suka banget,positif
dana busuk klo masuk lot,negatif
dana emang mantaf,netral
parah lot loading nya,negatif
mudah keren bagus,positif
aplikasi buruk beli token gk kunjung kasih no tokennya saldo sedot,negatif
mantul pakai aplikasi dana jga check in nya poin,positif
aplikasi masalah transaksi recomended,netral
cepat proses nya,positif
dana skrang loading parah,negatif
mudah tuk transfer aman percaya ok banget dana dompet sukses sll,positif
barusan isi dana indomaret ngak masuk dana nya,netral
bagus dana bayar muda sayang potong dana ga bayar otomatis tau arah mana,negatif
kirim uang upgrade,netral
bagus ga minjem,negatif
tolong aktif fitur dana cicil ku akun udah premium udah transaksi kali udah nunggu,positif
isi e toll via aplikasi dana isi jam pagi jam sore masuk masuk chat pusat bantu cuman peke pesan otomatis,netral
terimakasih bantu atm rekening,netral
good naikin limited nya,netral
bantu bnget dana,netral
dikit dikit kendala gegara apk ni duit ilang,netral
mantap gak ribet pokok mantap,negatif
bagus nyaman aman,positif
kadang susah kirim uang,negatif
gak dibukak ya tulis harap coba mempremiukkan tulis sesi premium tolong admin solusi,positif
alhamdulillah uang dana tarik orang kembali makasih dana,netral
hapus akun dana ajah ribet nomor suda aktif,negatif
gimana sih login hp akun yg pin udah perifikasi muka udah arahkn wa udah klik selesai gak masuk ribet banget gak kaya yg mudah,negatif
ribet verifikasi dana cicil,negatif
mudah operational nya,positif
knapa susah ngirim uang orang,negatif
parah banget dana transfer qris tapy marchant blm terima bayar uang bel refund,negatif
fitur dana cicil nya buka yg,netral
hapus data akun gimana,negatif
aplikasi sampah saldo hilang transaksi ga balikin saldo,negatif
saldo suka hilang,netral
jelek bgt ni apk ngasih bintang ga sudi duit tp akun gabisa login gimana sih udah coba otp whatsapp tetep aja ulang mulu ga hitung udah kali ngulang nya,negatif
pakai dana premium transaksi tp sayang fitur dana instan muncul akun dana,positif
ya kk apk dana login layar putih sinyal wifi on,netral
makasih dana udah gak ribet bawa uang kesana kemari karna dana,negatif
banyak batas transaksi,netral
convert pulsa satset jos gandos kotos kotos saat pepet hehe maaciw,positif
aplikasi bantu aplikasi dana hp jaring wifi,netral
bagi berkah takut bagi karna bagi tambah rejekimu lipat ganda,positif
alhamdulillah bantu dagang,netral
kacau aplikasi dana login trus top up saldo eh pas masuk aplikasi akun kunci salah pin ga transaksi top up aja kunci,positif
woi dana kali buka aplikasi macet update patch error coba kau liat ui mu macet pas cari bayar kocak,negatif
dana mantap aman,positif
menu dana instan dana cicil dana premium,positif
aplikasi masalah crush kedetec system samsung nokaktifin otomatis,netral
apk sii suruh update yah udh update aja gabisa masuk udah gitu dlm apk nya saldo nya tolong lahh dana,negatif
buruk isi token rb masuk masuk saldo gak kembali token gak banget apk,negatif
bsa tf pdahal upgrade,netral
oke moga biaya admin ngisi dana d conter atw d ecer gak mahal,netral
moga aman bug,positif
sumpah apk gak duit gw ilang,negatif
aplikasi praktis sayang beli paket data pending menit kembali dana kembali saldo benar sesuai aplikasi respon sulit ikut zoom meeting berekspektasi tolong ya responnya,negatif
aplikasi payment indo lama jelek khusus usaha makan uang haram uang haram guna blokir harap sih depan hancur dana maju dana cicil ga spesial ga fungsi karna dana cicil e commerce limit k ribu hahah,negatif
aplikasi beli vocer refound,netral
ayo mudah orang payment jaring jelek dikit lot nauzubillah aneh,negatif
syaa udah aju lapor refund bayar sistem kris ganggu saldo masuk smpek skarang saldo masuk dana,netral
mudah transaksi moga sukses fitur investasi bitcoin depan,positif
bnyak iklan sesat,netral
gabisa tf e wallet gabisa scan qr,negatif
mudah urus tf terimakasih dana,positif
bos kiri m uang dana mohon bantuanya bos,netral
ga d update,negatif
ewallet g yg mo donlod ati duit lu ilang masuk g apain top up lancar mo transfer g stiap login uprade upgradenya susah gagal mulu sekian e wallet yg buruk duit nyantol alias ilang lapor cs bot g,negatif
sya tdk bs login akun dana sya nmr hp sya sdh tdk aktif ganti nmr ribet bnget gak kaya dlu,negatif
ribet kalo passkey apk dana ga buka sampe cs dana sulit hubung,negatif
gimna solusi dana upgrade premium transfer dana,positif
bayar adira g uang kog blm,netral
nya hp keentank eh tf,netral
gimana udah premiun ga teranfer,negatif
mudah transaksi ku pot biaya apa best,positif
guna banget aplikasi nya yg ga rekening,negatif
transfer uang dana shopee status kirim saldo masuk nomer tuju penganan intens dana suruh tunggu tunggu uang ambil nominal ngga tolong tanggung lapor adu shopee dana shopee terima informasi kait saldo yg masuk dana adu dana konfirmasi kirim suruh cek shopee gajelas uang mana,negatif
lumayan genahen cman dana cicil ga muncul muncul ah,negatif
lumayan bantu nominal,positif
aplikasi dana android tolong baik ewallet dana bikin kecewa transfer bukti transfer buka,negatif
terimakasih min kembali dana nyangkut brti percaya aplikasi dana pasti hapus abar teman trimakasih jujur kasih rating bintang,negatif
eroh gimana sih udh masuk pin tunggu,netral
nyaman transaksi dana bulan puluh juta dana cicil gx muncul kecewa,negatif
mengupgrade ktp ya guna nya aplikasi dana milik ktp wajib bawa ktp deh bisain mengupgrade dana ktp orang aplikasi dana,netral
dana balikin duit gue top up e money saldo potong masuk update saldo kala masuk lapor jelas buruk,netral
uang ilang dana rb ga refund pdhl uang pke obat kecewa bilngny situ nyangkut gpstreakcom pdhl ga prnh langgan apa sm gpstreakcom dana tdk bantu,negatif
i like it so the best for me,positif
sayan bantu mudah,positif
transfer bank bri dana biaya rupiah gak yg bawah ribu gak tf ribu kena biaya rupiah aneh banget,negatif
tolong dana bayar dana cicil nya pake pin aja kalo pake wajah kamera rusak tolong bantu kendala dana wenang,netral
bagus sayang suka loding,positif
aman ilang saldo gua komplain ana gak nyambung,netral
kecewa saldo hilang transaksi dgn dgn tokopedia tolong hapus data tagih,negatif
apk dana baik simpel transaksi aman percaya ewallet,positif
gimana ya udah upgrade premium ngirim gabisa tulis upgrade premium pencet udah hasil premium bberapa kali salah ya fitur udah bagus,positif
desain nya bagus fitur nya keren kirim uang mudah cepat,positif
kecewa skrg biaya adminnya jdi mahal pdahal dlu msih gratis,netral
