review_text,rating
sangat mudah dan efisien,5
oke,5
kenapa error mulu dah lagi perbaikan lah server sibuk lah gitu aja trs ga bisa login saya,1
sangat membantu,5
minta tolong Dana saya tidak bisa terbuka mohon bantuan nya Terima kasih,1
"halah, saya hapus aplikasi DANA ini karena sekarang ada iklannya yang sangat mengganggu, saya risih. Saya sudah beralih ke Gopay & LinkAja. Mereka jauh lebih baik dan bebas iklan.",1
"habis update tgl 1 desember 2025, malah jadi gk bisa buka detail transaksi, gimana sih. mana gk skip tetep harus di update.",1
saldo dana kehack pengaduan tidak direspon saya sangat kecewa atas ketegasan dana untuk penyikapi masalah saya keluha saya sangat kecewa. untuk rekan² harap berhati-hati jika menggunakan dana saat ini,1
apl nya bagus mudah digunakan dan sangat membantu segala transaksi,5
mantap dan memuaskan,5
"transaksi di aplikasi ini bagus,",4
"aplikasi yg bagus,cepat dan akurat",5
oke,5
oi naha bet eror anjir ges 2 hari eror kie tebisa di kumha kumha ie apk,3
mantaaap 👍🏼,5
kenapa ya kirim uang laporan transaksi berhasil tapi uang tidak sampai di no tujuan? padahal no sudah benar?!,3
sangat mrmbantu,5
tidak bisa transaksi kuota di by.u,1
bagaimana cara dana saya biyar jadi femiyum,4
"saya ingin melakukan pemindahan akun, karena nomer diakun premium saya sudah tidak digunakan (Hilang), jadi saya ingin mendaftarkan ulang dengan nomer yang baru, tetapi untuk pemindahan itu sendiri gagal verifikasi, tolong bantu untuk masalah ini seperti apa, karena melalui DIANA sangat sangat tidak bisa membatu untuk case ini, tolonggg DIBACAAAA",1
cintaaakkk💋,5
ingin punya fitur Dana cicil,5
sangat puas,5
oke,5
amanahh bagusss bangetttttttttttt,5
Istimewa👍👍👍,5
Pake DANA banyak untungnya 🙏🙏🙏,5
bagus,4
"saya tdk bisa login, setelah dimasukkan nomor dananya tdk menerima kode otp dan kembali lagi ke awal lgi",1
Bagus untuk segala jenis transaksi,5
mntap keren,5
bagus,5
top,5
data2 kita tolong di jaga baik2..maap sebelumnya saya pernah kehilangan 90k,4
"apk dana gk bisa login..udh masukin nomer hp trs klik lanjutkan..malah stuk aja gk ada perubahan..di update mlh tambah parah,jelek aplikasinya",1
mantap,5
sangat mmbantu dalam kehidupan. mohon dana cicilnya disertakan,3
mudah digunakan gampang banget,5
bagus,5
saya senang,5
good,5
sangat bagus dan tidak takut mau kemna jika mempunyai dana,5
Dana ples saya masih gak bisa di tari minta bantuan tapi alasan sibuk,1
minus tidak ada fitur dana instan,5
👍👍👍,5
baik,5
sangat membantu,5
siiiip,5
kenapa tidak bisa menggunakan dana cicil?,5
"mantap🤩 dana,, dompet digital terbaik🔥",5
aplikasinya bagus buat simpen uang,5
"saya ke hilangan uang saya hampir 2jt tapi yg kembali hanya setengahnya saja google play melakukan transaksi tanpa sepengetahuan saya, jujur itu sangat mengecewakan saya sudah pakai dana sejak 2019",3
bagus sekali,5
kenapa setiap ingin membayar selalu ditolak,3
bagus banget,5
dana ga amanah tf ga masuk harus nunggu lama,1
baik Skali,5
terima kasih dana,5
4 dulu baru 5,4
bagus tapi lama,5
"aplikasi pembodohan bisa"" saldo dana saya terkuras sampai 432 ribu tanpa persetujuan saya main potong"" aja,masa ada pembayaran dari aplikasi apple sedangkan saya makainya android tolol ni aplikasi",1
sangat cepat tepat sangat bagus,5
ok,4
ok bgt,5
Mantab pokmen,5
Parah ngelek bnget...mau log in ulang saja harus pakai otp lagi ribett,1
ok,5
👍,5
Fitur dana cicil sudah ada dimenu. tetapi tidak bisa digunakan. mohon bantuannya.,5
sudah premium tapi di suruh premium lagi maksudnya apa gitu loh gabisa dipake buat kirim uang OKE DAH BISA,4
bagus,5
Good job,5
"Tidak bisa menggunakan metode pembayaran menggunakan DANA CICIL, padahal sudah melakukan aktivasi sesuai dengan persyaratan",2
Semoga sukses,5
segera bisakan dana cicil sayaaaa,5
ok,5
kenapa aplikasi dana tdk bisa di gunakan?,1
"kenapa saat ngirim otp lewat email tidak masuk, padahal Email saya baik baik saja, padahal saya sudah pakai bertahun tahun Tpi saat untuk otp ulang tidak masuk di email, untuk saat ini kecewa, padahal di akun masih ada uang",2
dana mencuri uang,1
"baik , mudah, murah",5
penuh update tapi dana cicilnya tetap nggak muncul hanya orang² tertentu,1
Oke banget,3
"aplikasi sangat membantu, buat transaksi lebih mudah",5
ok,5
good,5
sangat membantu,5
"Bayar paylater saldo udah kepotong, tapi tidak di bayarkan oleh pihak dana.. Sampai2 kena denda, komplain di email sama service center gak di gubris !!! DASAR PENIPU SUDAH 1 MINGGU TIDAK ADA RESPON SAMA SEKALI DARI PIHAK DANA",1
cukup mambantu segala transaksi,5
the best,5
Sempurna,5
bagus,5
sangat membantu,5
saya sangat senang karena mempermudah kirim ke anak yg lagi sekolah jauh sewaktu waktu bisa kirim dengan dana trim,4
sangat baik,5
uang saya dari smlm blm masuk 2 masih harus nunggu 11 jam lagi gimana ini pihak dana uang saya kenapa masih di peroses trus gax cair2,2
aplikasi gk bsa ngirim uang.. hanya bisa nerima uang padahal sudah premium... itu knpa ya,3
bagus,1
sangat menyenangkan,5
transfer ke Gopay sampai sekarang masih pending saja. menghubungi DIANA tidak ada tindak lanjutnya. customer service susah dihubungi. payah...,1
bagus,5
bagus,5
"e-wallet paling buruk dari semua e-wallet yg pernah saya pakai selama ini,mau top up error,mau tarik tunai error,mau tf bilangnya banyak yg lagi transaksi,coba beberapa menit lagi,tapi sampai seharian pun tetep gabisa,kalo emg niat nilep bilang aja,gausah pake error² segala",1
dana balikkan uang aku 😭,2
"saya sebagai pengguna dana sangat dirugikan, tiba2 saldo saya membeli kuota tanpa konfirmasi. yang sanagat disayangan tanpa konfirmasi",1
"apk gak aman, masa saya gak ada berlangganan apa apa tiba² ada transaksi ntah dri mana sebesar 60k, pada jam 9 malam tanggal 30, pas jam segitu saya udah tidur pas saya lihat notif ada transaksi 60k gak tau dari mana ,jelas² gak amann ,saya gak ada berlangganan apa pun",1
mantap,5
"dah bertahun-tahun pakai DANA sampai detik ini msh lumayan bagus.. lanjutkan dan kasih yg terbaik buat semua customer, sy kasih 🌟 5 buat anda !!!!",5
sangat bagus,5
pembayaran dana cicilnya kenapa gabisa ya padahal ada limit nya,3
uang saya tiba tiba hilang dana pihak dana tidak bertanggung jawab uang saya hilang buat kalian jangan pake dana soalnya gak aman jangan kya saya udah jadi korban udah bikin laporan d fb sama ig dana juga blum d balas,1
tidak bisa membuka harap perbaiki,1
"mohon dipercepat proses dana saya yang terpotong 1.5juta, beli pulsa 15ribu pake Qris sudah benar segitu.Tau2 kepotong 1.5 juta lenyap...dan sampe saat ini belum ada kabar baik..katanya secepatnya. sudah pengajuan berkali2,dan konfirmasi 3pihak sekalian.",1
good,5
bagus,5
good👍,5
mantap,5
Mantef bos,5
mantab,5
Good,5
Apk sampah gak bisa digunakan mau transaksi ad aja kendalanya,1
"ka, saya mau nanya knapa saya kok ada tulisan program beta sudah penuh, saya udah menghapus dan mengingstal aplikasi dana udah ada 20 kali, tp gk bisa masuk ke akun saya, apa yg harus saya lakukan. .saya butuh bantuan. .trimkasih sebelumnya ka",5
sat set,5
sangat bagus mudh di gunakan,5
bagus.. mantap👍,5
Simple dan familiar,5
bagus,5
sudah berhasil upgrade tapi waktu transaksi minta terus upgrade ke premium. sungkuh mengecewakan,1
Muaaaantap,5
goood amann,5
Ok,5
gak bisa bayar di steam. padahal kemarin bisa. tolong perbaiki sebelum tanggal 5 karena deadline diskon game yang diincar adalah 5 desember,3
Dana error tidak bisa buat beli pulza dll,5
"woy, kenapa selalu gak bisa login pakai passkay, nomer ku udah gak aktif, ganti nomer juga belum dapet kode dari goggle harus nungguin 2h juga, sudah di tungguin gak masuk2 gmna sih bisa ganti nomer gak",1
"aduhhh , kenapa ya kemarin bagus bagus aja .Tapi kenapa pas tadi pagi gak bisa di pakai gak kebuka, malah keluar. Pas mau daftar lagi eh sama aja begitu.",1
bagus,5
"gak ada ujan gak ada panas,tiba2 fitur yang sering digunakan,malah tidak bisa di gunakan lagi",1
"cepat, mudah",5
"pembayaran bnyk gangguan, untuk BPJS proses satu Jam nunggu, giliran sudah tapi Mlah gangguan, Diana dan timnya hanya menanggapi besok d maksimal""kan sedangkn BPJS sy sedang krisis, sengaja sy byar lewat dana agar cepat pembayaran Mlah hrs bgini.",1
mantap,5
bagus juga...,4
bagus,5
no wahid,5
knp dana saya gk ada dana cicil tolong di rekomendasi,5
kode otp saya gk kirim,2
sangat menolong dan puas pke dana,5
kok kenapa ya pas mau masuk ke apk alasannya jaringan terputus,2
sudah saya DM lewat Twitter di akun resmi dana tapi tidak ada balasan dari pihak dananya langsung,3
oke bro,5
"mantappp,,",5
sangat membantu untuk transaksi,5
jos jos jis,5
SANGAT BERSYUKUR BISA KIRIM TAGIHAN PEMBELIAN SEPATU LEWAT DANA INI SANGAT MEMBANTU SEKALI🙏🙏🙏🙏👍👍👍👍👍,5
sangat membantu,5
cepat bagus,5
"gimana ini uang refundku dari tanggal 24 november sampe 1 desember belum di kembalikan, ada semua buktinya gimana tanggung jawab dari pihak dana",1
tolong developer menambahkan fitur ganti nama untuk dana premium,3
bagus cepat dan aman,5
ok,5
"d jaman era digital, apk dana sngt mmbantu banget, buat tf maupun tarik tunai buat"" org"" terdekat..",5
semakin jelek dana. udah riwayat transaksi lama. sekarang login harus kode otp mana ga ada opsi semisal goggle dll. untung saldo 0 rupiah kalo ada saldo waduh ribet . pindah ke sea bank aja lebih enak,1
qris bisnis sering error,1
mantep,5
ok bagusss,5
sangat memuaskan,5
baguss,5
mantap,5
baguss,5
"skrg jd jelek bgt, HP saya ilang dan saya mau masukin no dana saya ke HP yg baru knp hrs ngirim otp mulu ke WA sih kan bisa verifikasi pke wajah, bner2 aplikasi jelekk nyengsarain org yg lagii bner2 kesusahan. pdhl akun dana yg gaada saldonya gampang2 aja masuknya, knp pas ada saldo yg lmyn gde malah d persulit masuk nya hah. amit2",1
sangat baik,5
bintange 5,5
sangat membantu,5
mening,5
sangat membantu untuk berbagai pembayaran,5
sangat berguna untuk saya,4
kenapa untuk pembelian bintang di fb pro selalu eror,3
bgus,5
kenapa aplikasi ini woyyy. gak bisa digunakan. udah kebuka beberapa detik kemudian malah keluar lagi. perbaiki gak cepet,4
Bagus,5
jelek susah dibuka,5
bagus,5
"tolong dong dana akun saya kenapa gabisa di buka padahal sinyal bagus mentok di verivikasi katasandi ga muncul² dan stac disitu, user id Naran anggara",1
sangat membantu dalam ber transaksi,5
kurang memuaskan masa tdk bisa di akses apknya,1
tolong admin dana di fix bug mau ganti nomor telepon ngga bisa di karenakan nomor saya yang lama telah mati tidak bisa di gunakan lagi untuk mengirim kode/OTP jadi mohon untuk di fix agar bisa di ubah,2
aplikasi adinda ny simple cepet siap dan sangat membantu masyarakat kec tempuling,5
kenapa pitur dana cicil saya bisa hilang kak?,5
parah kenapa dana cicil saya ga muncul muncul padahal saya pakai dana dari 2018,1
good,5
"ini serius dana sekarang tranfer 20rb jadi 19.500? kenapa kaya jadi bank bank yang lain, uda terpecaya dana enak buat simpen uang sekarang suka main admin adminan uninstal aja uda lebih baik ganti aplikasinya, JANGAN DI DOWNLOAD LAGI GENG, KALO GAMAU UBAH LAGI KAYA AWAL",2
dana lagi kenapa si ko duit saya baru juga berapa jam udah ulang 84 ribu ga ada transaksi apa apa lagiii tolong lahh perbaiki apa dari dana nya ini??,1
coba beri layanan terbaik dong bagi pengguna dana... sering terjadi dana tidak menanggapi... sudah banyak error...,1
sangat membantu untuk bertransaksi,5
"sangat puas dg apk ini, cepat tanpa kendala",5
cepat dan aman,5
memudahkan dalam bertransaksi,5
aplikasi in sangat banyak membantu tapi kok saya gak bisa ngambil dana cicil yah kak padahal saya transaksi sudah muluhan juta kak,5
transaksi saya pending tetapi belum ada kabar pengembalian dananya jujur kecewa si top up Shopeepay eh malah pending saldo sudah terpotong tpi transaksi pending jadi belum masuk ke Shopeepay,3
bagus,5
JANGAN PAKAI DANA BISNIS SALDO TIDAK BISA DI TARIK UDAH HAMPIR 1 BULAN,1
ini aplikasi dana punya saya tidak ada dana cicil y.. dan saya pernah hilang uang di dana ini .. aplikasi dana tidak aman kawan,1
dana cicil gak bisa dipergunakan 👎,1
aplikasi tidak beres cs ga pernah balas chat saya malah di skip dana saya di akun 2jt gabisa ditarik aplikasi penipu,1
satset dan amanah😂,5
"ku kira bagus ternyata sama aj, GK bisa kembalikan saldo yg salah kirim",1
alhmdulilah gk repot2 lagi naruh uang semnjak punya DANA,5
"apk ga berguna, isi saldo aj ga bisa loading nya bisa 1 abad",1
dana cicil sya ada limit 100.000 Mimin knpa TDK bisa di gunakan,4
seru dan menarik lebih mudah,4
alhamdulilah,5
saya tidak ada dana cicil nya seperti orang lain .. padahal saya sudah transaksi di dana sudah jutaan .. mohon maaf sebelumnya.. saya akun fena mardiana fahsya.ko gapernah dapet paylater sih.. saya belanja ini itu dari dana transfer sana sini loh. yang lain dapet fitur paylater ko saya enggak.. tolong dong saya juga ingin kali kaya yang lain..,1
sangat baik sekali,5
sudah membantu trNsaksi dg gratisss trmksh y dana,5
Ini knapa dana sering keluar sendiri stiap di buka malah ketutup tolong di perbaiki,1
sangat direkomendasikan,3
ok,5
Sangat bermanfaat,5
jempol,5
tolong di perbaiki lagi,5
mantap,5
bantu saya masuk ke akun dana saya Krn ditolak,5
alhamdulillah lancar,5
FITUR TIDAK BERFUNGSI MENDING PAKAI OVO,1
"tolong dong di perbaiki,masa mau login aja susah harus pakai otp SMS sama WA klo bisa di tambahkan dari email dong.. soalnya kebanyakan nomer sudah pada ilang/ga aktif",4
"Uang hilang secara misterius tanpa sebab...ke Google di cek di google,,tak ada transaksi..",1
bagus,5
apk transksi simple,5
bikin enteng,5
puas,5
"apliksi bagus,,, cuman mau aktifin vitur dana cicil,, g muncul2",5
Lancar slalu tanpa hambatan Mantaap,5
berhubung aplikasi lagi ada kendala terpaksa aku kasih bintang satu dulu,1
sat set,5
mantap,5
bagus,5
sangat membantu,4
mantap,5
"kluar truus aplikasi Dana bikin, gw kesal",1
"saya cukup sering menggunakan aplikasi lain yg hampir serupa dngn dana, tp saya sangat puas dngn DANA dan TDK akan beralih lg.trmaksh DANA 👍👍👍",5
sangat bgus,5
"Dana Sekarang memang Hanya bisa di Akses Pake Wi-Fi ya🤔? Part 2. Padahal dah ikutin Pesan balasan PT, kok masih Tetap GK bisa ya? Dana Orang lain selain Saya Kok bisa 😡. Dah pake Kartu Axis, Telkom, Tr3, By.U. tetap GK bisa. padahal No.HP Masih Aktif Sampe Tahun Depan. masa GK ada Solusi Yang Akurat. apa saya Harus Datang Ke Kantor untuk Mengeluhkannya Dan Membawa Ke Jalur Hukum. Saya dirugikan disini.",1
bagus banget aplikasinya membantu banget dalam semua hal,5
kenapa saya tidak bisa kirim uang ke bank atau ke pengguna dana lain padahal saya sudah upgrade ke dana premium?,1
"ayolah aplikasi nya jgn gagal proses terus, saldo gw jdi ngegantung mana gede,, lgi urgent ini gw transfer juga.... jgn lama terus proses nya, jgn bikin kapok orang pakai aplikasi dana..",1
makin mudah pakai dana. mksh,5
Luar Biasa👍,5
"Sudah lama pakai aplikasi Dana sejauh ini lancar dan tidak ada masalah. Tapi untuk permohonan ganti nama Dana bisnis sampai sekarang belum bisa diganti nama toko saya. Terimakasih Dana karena akun saya sudah tersedia Dana Cicil dan Dana Instan, selama ini selalu lancar dalam penggunaannya. Semoga kedepannya semakin maju dan pelayanannya semakin baik lagi. Sukses selalu yaa",5
kenapa dana sya tidak bisa kebuka,2
mantap,5
sangat mudah digunakan,5
ok,5
Alhamdulillah layanan bagus,4
sangat membantu,5
mantap,5
cepat dan akurat,5
"Punya akun dana yang no nya tidak aktif, tetapi pas login di sulitkan. padahal sudah bikin laporan lewat email. semua data lengkap, tetapi di putar putar balikan terus laporannya. ini aplikasi pencuri uang jgn ada lg deh nyimpan uang disini. Edit : balas replay, ini udah di chat sosmednya satu pun ga ada yang respon. hahaha lucu",1
Good,4
luar biasa prosesnya sangat cepat,5
ini ko aplikasi gk bisa masuk,4
adanya dana sangat membantu dalam segalahal,5
mantappppp👍🏻👍🏻,5
kenapa GK bisa masuk lagi akun saya buka dana nya padahal masih ada uang walau GK bnyak ..saya pakai dana. untuk beli pulsa byr token listrik skrg GK bisa kebuka akun dana saya . tolong dong info nya,2
mantap,5
"Pengambilan dana kena biaya 4500. Ambil di alfa suruh tunggu jam 12. Atau alasan belum ada uang. Gimana ini, kaya anak tiri aja. Pdhal kita ambil uang sendiri bukan utang. Parah",1
bagus,5
sangat puas,5
baik,5
👍👍,5
"pembelian paket data melalui dana, transaksi gagal. saldo lenyap. sudah mengajukan refund tapi ga balik2 saldo",1
sangat membantu,5
puas,5
oke,5
untuk hari ini saya kasi bintang 2. Soalnya transferan saya di dana dalam proses pengiriman terus. mohon pihak DANA memprosesnya cepat.,2
sangat baik,5
"saya membuat laporan perihal pemindahan akun tetapi saldo tertahan di akun lama. pihak dana hanya disuruh menunggu menunggu dan menunggu. laporan sudah melalui Diana Diana, email, Instagram resmi, telpon costumer care. apakah sesulit itu memindahkan dana yg memang hak kita? perihal data sudah lengkap saya berikan KTP, vermuk. tetapi laporan yg saya berikan tidak ada penanganan apapun.",1
bagus,5
baik dan sangat membantu,5
bos. akun DANA saya tidak bisa Login. kendalanya setelah nomer akun dana dimasukkan tidak muncul verifikasi atau masukkan PIN. tapi malah kembali ke awal lagi. terus terulang seperti itu. mohon solusinya.,5
sudah upgrade tapi gak bisa di pakai😢😢😢😢😢,1
bagus banget,5
mudah dan praktis,5
Sangat membantu!,5
bagus,4
mudah dan aman bayar apapun hanya di dana,5
top,5
sangat baik,5
"kasih dua dulu,, soalnya apk dana selalu error ga bisa kebuka,,cara membuka nya lagi gimna bosquh... tetap bos ga bisa kebuka,, selalu kembali wae ke awal...",2
ok banget 👍,5
mantappp,5
sangat memuaskan,5
sangat membantu,5
bagus. tapi tiap hari kok minta update terus jing?,1
urusan jadi mudah,5
mantap memudahkan,5
matap dana,5
Kenapa di hp saya belum muncul dana paylater? Padahal dana saya suda permium,3
pengajuan dana cicil,5
ok,5
bagus,5
keluarkan yg lebih bagus,4
ini gimna apk dana setelah di update malah gabisa masuk parah,1
bagus dan membantu,5
terbaik,5
mau transfer ke bank lain aja gk bisa alasannya banyak yang lagi transaksi,3
berguna saat kepepet👍😁terimaksih dana🙏🙏🥰,4
mantap,5
Sudah lama pake dana bertransaksi ngajuin dana cicil susah amat lagi membutuhkan parah dana,2
sanggat2 mudah,5
bagussss,5
transfer dan beli pulsa token menjadi mudah,5
gratisan transfer free lah jgn di batasin smpe 10x kalo bisa ☺️,5
saya suka,5
bagus,5
lemot,5
mantap,4
lumayan bagus,5
"setelah update terbaru Kenapa malah force close trus di hp saya. sudah saya instal ulang malah gak bisa masuk, force close terus.",4
mudah dan cepat,5
praktis,5
lumayan cepat transaksi jadi makin mudah,4
sangat membantu keuangan,5
👍,5
"bagus,",5
mantap,5
luar biasa,5
baik,5
cocok mudah dam minim admin,5
sangat membantu,5
aplikasi dana sya...sangat membantu...pokoknya serba sa,5
Mantap,5
mantap,5
ok,5
"ngeri kali ini aplikasi gampang banget kena retas, uang kaka ku raib 1 juta gak jelas.. padahal gak punya paylate tiba"" hilang gitu aja tuh duit..",1
"halo min... mau nanya ini gmna ya mau kirim uang tpi di suruh upgrade, udh di upgrade msih tetep gk bisa, trus gmna ?",1
dana cicil sudah lunas malah di tandain overdue. kaya hutang ratusan juta saja. buruk,1
mudah pake DANA,5
mantap,5
bagus sekali,5
sangatt baguss,5
aplikasi sangat membantu untuk transaksi online,5
gajelas apk nya kadang suka tiba tiba ilang saldo nya padahal mauu di pake ga aman juga ini apk,1
bagusss,5
mantap apk ini sangat mmbnatu,5
motong saldo Tampa konfirmasi,1
Alhamdulillah sangat membantu,5
mantap,5
sangat bagus,5
kecewa banget sama apk ini,1
keren,5
"Kenapa sekarang akun DANA saya tidak kompatibel dengan perangkat saya, padahal sebelumnya lancar digunakan.",5
bagus,5
top,5
bikin akun dana tanpa aplikasi udah lama.di tautkan dengan lazada.27 nov25 isi saldo..taanggal 29nov saldo tiba2 hilang.di cek aktifitas di lzd gak ada..baru donlod apk dana dan ternyata ada aktifitas isi pulsa xl ke nomor tdk di kenal.setelah ke fitur minta bantuan pihak dana tidak mau mengembalikan saldo dan sesi chat di assisten digital diana di tutup tidak bisa kirim pesan lagi.kesel ni sama aplikasi,1
saya butuh fitur Dana cicil aktif segera. soalnya saya udh lama ngajukan tapi blm muncul,3
sangat baik,5
sangat membantu,4
"sangat membantu dalam hal apapun. lebih mudah dengan ada nya DANA,, urusan tidak terkendala",5
tdk ada menu dana cicil,5
jos,5
DANA EMANG SANGAT BAIK UNTUK DI GUNAKAN,5
baik,5
sangat membantu,5
Aplikasi ini sangat bagus,5
"semoga lebih bagus lagi , kedepanya",5
bagus,5
"sangat kecewa setelah dana saya tiba2 hilang , dan tidak ada pengembalian dana sampai sekarang",1
kern dn bgus,5
sangat membantu saat pembayaran belanja,5
sangat bagus,5
Terbaik,5
fitur dana cicil dong,4
kenapa susah masuk,5
sangat membantu,4
bagus,5
sangat membantu,5
sangat puas,5
sangt2 membantu,5
sangat puas,5
aman dan amanah,5
dana sering terjadi error saat membeli emas digital padahal sudah lewat hari tapi masih stuck di hari itu,1
ok,5
dana paylater,5
uangku malak ketahan proses upgrade gagal trus pemindahan akun no. baru pun sama susah dah uang lagi tinggal itu2nya doang😭😭😭😭 kembalikan dong,1
bug masihbbanyak.,5
sangat membantu,5
mantap pakai dana praktis,5
bagus gak ribet makenya,5
sangat nyaman . cuman sayang nya udah pakai dana hampir 3 tahun . kenapa untuk sistem dana cicil atau dana instan nya blom muncul muncul,5
"aku suka pake apk ini,tapi kenapa ya akhir2 ini kalo mau kirim uang dan isi token selalu nya sistem sedang sibuk? dan nggak cuma sekali dua kali kaya gitu.. mau bayar pulsa listrik nunggunya berhari2 padahal dulu bagus banget,cepat😔",4
ok,5
gak bisa masuk tiba² layar hitam terus balik lgi ke awal gitu terus sampe kiamat,1
sangat aman,5
oke kok,5
bagus,5
sangat membantu 🤩,5
baik,5
bagus,5
"min tolong kembalikan saldo dana saya 409.590 yg kesedot di aplikasi winkit😭itu pembelian tidak sengaja tiba"" ilang saldo saya tanpa confirm atau masukan pin, tidak sengaja klik langganan😭😭😭duit butuh bngt malah kena gini😭😭",1
apk sering berhenti sendiri,1
puas bgt punya aplikasi ini,5
dana cicil nya harus lebih besar lagi,4
memuaskan dan simpel,5
ok sejauh ini,5
aplikasi nya sih bagus tapi kenapa ya pas mau isi saldo gak bisa tapi dah premium juga dan isi saldo sebelum nya bisa,5
kenapa kok belum ada fitur dana cicil/paylater ya padahal lumayan lama pake apk ini dan sering ber transaksi,5
aman dan nyaman d pake,5
"aplikasi monyet, mau transaksi saja sampe tidak bisa karna keamanan minta tolong adminnya juga sama aja tidak ada yang di lakukan",1
kenapa saya mau ganti nomor baru tidak bisa,4
"sudah hapus chace,di restar divise dan jaringan stabil,hasilnya tetep kembali lgi ke awal kak🙏",5
bagus,5
aplikasi sampah pkok nya jangan instan apk ini akun dana ku gak bisa di login kembali sedangkan saldo nya masih ada di situ seharusnya pihak admin DANA bisa membantu saya...saya mau login ke akun DANA saya tetapi tidak bisa harus mendapatkan kode OTP WhatsApp sedangkan nomor WhatsApp saya sudah mati APLIKASI ini ribet Parah saya sebagai pengguna DANA merasa kecewa dengan aplikasi ini .....,1
bagus,5
Fitur dana cicil belum muncul di akun saya payah padahal sering transaksi,3
"tolong ya aplikasi dana,no yg sudah tidak aktif jgn dimintai otp lah,ckup pin dah verivikasi wajahkan udah akurat,jgn mempersulit penguna dana bos",1
cek terhari kali ganti nomor dan ko gk bisa y knph,1
"makin susah masuk saldo dari 25,415 rupiah tau taunya tinggal 8,70skn .. alias di maling kalau cara bgini bangkrut nanti gk ada yg pk aplikasi Dana lagi... perbaiki ke amanan nya jgn suka ngurangin saldo nasabah...",2
semoga berhasil dan selalu sukses untuk bermanfaat buat kita semuanya amin yah allah STW,5
bagus,5
mantab,5
Sangat bagus,5
baik,5
Layanan DANA sangat baik! Saya suka kemudahan dan kecepatan transaksinya. Terima kasih atas layanan yang ramah,5
mantap,1
bagus sekali,5
saya sangat suka dengan dana,5
Kemaren masuk gampang. Giliran mau masuk lagi suruh paskey paskey bab1 Nomer udah hilang gmn cara masuk kocak,1
Dana cicil blm ada kak,5
bagus,1
mantap,5
kenapa dana skrg masuk akun jdi eror....menampilkan layar hitam tolong dibantu perbaiki apk dana sy,5
keluarin dana cicil min di nomerku,4
percuma dana cicil ada limit ngga bisa dipakai dan chat diana tidak ada jawaban sama sekali,1
sengaja kasih bintang 5 biar keliatan apk nya ga jelas udh 2x ilang duit di dana pertama 1jt dan sekarang 158000 mending ga usah di unduh lagi dari pada ilang,5
"akun saya gk bisa di bukak gara"" diana asisten dana baperan kecewa akun di hp gua gk bisa di bukak",2
setelah update loginnya terlalu lama,5
mantap,5
tolong dibantu aku dana saya login🙏🙏,5
sangan membantu pembayaran,5
keren abis,5
aplikasi yang sangat bagus ?,5
sangat bagus untuk membatu,5
Bagus,5
sangat bagus,5
terima kasih DANA telah di adakan menu DANA cicil.... kenapa tidak bisa di gunakan lagi pada saat melunasi semua sebelum jatuh tempo,5
kak.dana teh sudah membantu kita untuk sgala hal..tapi untuk keamanan data kita.tolong kak untuk di jaga lagi.agar tidak ada yg bisa membajak..dana itu banyak yg terbajak kak.,5
cepat🚀,5
sangat membantu,5
dana cicil tidak bisa di gunakan percuma ada limit aplikasi sampah,1
Tidak bisa login ke dana,2
menakutkan,5
kok akun dana sy di tanguhkan ya gmna caranya biar bisa login lg,1
selalu setia pakai dana,5
"aku suka aplikasi nya sangat bgus,",5
sangat menyenangkan,5
aktivitas dana kenapa gk bisa di buka ya,1
sangat membantu,5
"ini lagi dana goals tidak bisa diakses, padahal pengen ditarik dana nya tapi tidak bisa masuk dalam",1
sangat membantu dalam transaksi apapun,5
sangat bagus n membantu sekali,2
goblog sudah dua Minggu mau update ke premium.. dokumen masih dalam pengecekan.. gak jelas ini,1
ok,5
ngapain ngasih limit dana cicil kalo gak bisa digunakan.sama sekali buat beli data/plsa aja gak bisa gunain hapus aja dana cicil,1
bagus sih sayang nya KL daftar qris ribet dn kelamaan proses nya blm LG KL gagal bisa2 berbulan2 itu pon KL jadi KL GK ulang2 dn ulang,3
Lebih mudah tapi kenapa tidak bisa ditranfer dari bank mandiri,5
"sengaja bintang 4 biar up, apk Ter LEMOT dalam sejarah...PARAH , BERAT, LEMOT",4
belum ad dana cicil,5
tidak bisa mengadakan fitur dana cicil padahal sudah lama pake aplikasi dana dan juga sudah banyak transaksi nya.,1
sangat membantu,5
parah ga bisa masuk ..keluar layar hitam terus... padahal baru top up...tolong di perbaiki min,1
"saya sering transaksi menggunakan DANA, tapi sangat disayangkan fitur DANA CICIL saya ada limit 300rb tapi tidak bisa digunakan",2
"aplikasi ini membuat ribet kenapa saldo dana bisnis bisa di tahan dan harus menunggu proses selama 24 jam untuk bisa di tarik. beda dengan aplikasi lain, kalau aplikasi lain bisa langsung di tarik saldonya sekarang apk DANA ribet banget CS juga gak membantu",1
maaf bagaimana solusi jika hp hilang dan nomor hp ikut hilang? terus bagiamana solusi login ke akun dana lewat nomor yg hilang masih ada saldonya!,5
Ga bisa login,1
gampang bgt nd gak ribet 👍👍,5
baik,5
sangat membantu,5
bgus,1
mambantu bgt mantap,5
oke oke aj,5
"payment pending, masa harus prioritas? pungli pungli",1
bagus bangett apa2 cepet pake dana,5
bagus,5
sambungkan ke dana cicil,5
"dompet digital yang unik dan menarik setiap mau transaksi,,,👍👍👍",5
bismillah,5
Terimakasih sudah melayani pelanggan dengan baik,5
